text,standardized,split,input_char_len,target_char_len,input_byte_len,target_byte_len,input_byte_char_ratio,target_byte_char_ratio
1 roder role sa swindler deguiser sa lopet la,1 rode role sa swindler deguiser sa lopet la.,test,45,45,45,45,1.0,1.0
Lir lartik la title is misleading,Lire lartik la. Title is misleading.,test,33,36,33,36,1.0,1.0
[NAME] ouii doww gurl😂😂,[NAME] oui dow girl.😂😂,test,23,22,29,28,1.2608695652173914,1.2727272727272727
Non madame pas prend sa ti zenfan pour ou même ou pas kone élever line vine 1 criminelle aster ou ti zenfan ki pour vini,Non madame. Pas prend sa ti zanfan pour ou mem. Ou pa kone élever. Linn vinn 1 criminelle. Aster ou ti zanfan ki pour vini.,test,120,123,122,124,1.0166666666666666,1.008130081300813
Mari dominer li p fr ar nou sa lonpi la tou zafer p monT 1000rs p vin cuma 100rs,Mari dominer li pe fer ar nu sa pilon la. Tu zafer pe monte: 1000 Rs pe vinn kuma 100 Rs.,test,80,89,80,89,1.0,1.0
Deepest regrets courazz sa fami la rip,Deepest regrets. Couraz sa fami la. RIP.,test,38,40,38,40,1.0,1.0
"[NAME], get twa get twa","[NAME], get twa, get twa.",test,23,25,23,25,1.0,1.0
"[NAME], tout figir gater😂🤣","[NAME], tu figure gate.😂🤣",test,26,25,32,31,1.2307692307692308,1.24
N bon comédien twa prochain show,"Enn bon comédien, twa prochain show.",test,32,36,33,37,1.03125,1.0277777777777777
Pauvre ti zenfant mauricien ki pour retrouve li danslafrique,Pauvre ti zanfan Mauricien ki pour retrouve li dans l'Afrique.,test,60,62,60,62,1.0,1.0
ON - OFF - ON-OFF tension fuzip sauté ki pé attanne leve paké allé,ON - OFF - ON-OF: tension fuzip sauté! Ki pe atann? Leve pake ale!,test,66,66,70,67,1.0606060606060606,1.0151515151515151
Mem gonaz gros lapluie partout li enkor en veille li sanc ti pu revoir sa komeraz la,"Mem gonaz: gros lapluie partu, li ankor enn veille li. Sanse ti pu revoir sa komeraz la.",test,84,88,84,88,1.0,1.0
To rester to pas rester kot mo problem ladans bientot zot tout pou aller là,To reste to pas reste kot mo problem ladan. Bientot zot tu pu ale la.,test,75,69,76,69,1.0133333333333334,1.0
Mo pou dir enkor depi 2025 mo p dir misie anil baichoo pas entor zot in dne li 1 poss minister ki li pas cne sa domine la li ti 1 profeser li deza okip lezot pos minister tu kpv dne li 1 lot minister sa pos la pena lot dimoune apart dr [NAME] ki 1 professionel dans sa domain la zot in met 1 ministre deza pas cne sa domain la aster 1 junior si ki pas cmpren mo pas p cmpren kifer apre zot p dir narye pas p fonktione couma bizin zot mem ti dir bizin met the right person at the right place zordi [NAME] mem p dir bcp plas pas p roul couma bizin si ti met dr [NAME] dan la sante li cne couma pou amen sa,"Mo pu dir ankor: depi 2025, mo pe dir misye Anil Baichoo pas antor. Zot inn donne li 1 poss minister ki li pas kone sa domine la. Li ti 1 professeur, li deza okip lezot pos minister, tu kapav donne li 1 lot minister. Sa pos la pena lot dimunn apart doctor [NAME] ki 1 professionel dans sa domain la. Zot inn met 1 ministre deza pas kone sa domain la, aster 1 junior. Si ki pas konpran, mo pas pe konpran kifer. Apre zot pe dir nanyin pas pe fonktione kuma bizin. Zot mem ti dir bizin met the right personne at the right place. Zordi [NAME] mem pe dir buku plas pas pe roule kuma bizin. Si ti met doctor [NAME] dan la sante, li kone kuma pu amenn sa.",test,603,649,603,649,1.0,1.0
Ressit 1 subject exam psac so consequence sa capav... Astere pensé ena 3 sujet capav ressit psac!!!!,Resit 1 subject exam PSAC so consequence sa kapav... Aster pense ena 3 sujet kapav resit PSAC!!!!,test,100,97,101,97,1.01,1.0
Ramgoo so fiston sa so main droite menteur pareil kouma papi,"Ramgoo so fiston sa, so main droite, menteur pareil kuma papi.",test,60,62,60,62,1.0,1.0
Li tii soif 🤣🤣,Li ti soif. 🤣🤣,test,14,14,20,20,1.4285714285714286,1.4285714285714286
"Ici morice ena bocoup reunion, discussion, hotline, etc mais action et sanction zero. Mais zotte tou dire ou zotte p travaille","Ici Moris ena buku reunion, discussion, hotline, etc mais action et sanction zero. Mais zottu dire ou zot pe travail.",test,126,117,126,117,1.0,1.0
"Eh arrêt ou cinéma dow. Lot fois ti parey kuma dir pou li kan li. Fer sa li pé attan ki so banes membres met zot enba suppliy li après ki li aller li rester li fini rempli so poss. Tou gouvernement ki ti la li reste leader so parti, li dan l'opposition assizer bez kass lepep. B pou moi li bien cpav disparet lor map, arrêt vinn kouyonn lepep deza zot 1banes salop menteurs. Lallians pena sanzement","Eh aret ou cinéma dow. Lot fois ti pareil kumadir pu li kan li. Fer sa li pe atann ki so bann membres met zot enba suppliy li après ki li ale li reste li fini rempli so poss. Tu gouvernement ki ti la li reste leader so parti, li dan l'opposition asize bez kas lepep. B pu moi li bien kapav disparet lor map, aret vinn kuyonn lepep deza zot 1 bann salop menteurs. Lalyans pena sanzement.",test,398,386,403,388,1.0125628140703518,1.005181347150259
Dan 4 ans nou pou tire zot. Maja karo... 4 ans vite vite passe sa,Dan 4 ans nu pu tire zot. Maja karo... 4 ans vite vite passe sa.,test,65,64,65,64,1.0,1.0
Quand ena covid li capave ferme la port,Quand ena Covid li kapav ferme laporte.,test,39,39,39,39,1.0,1.0
"[NAME], remark ki to asiz par dehier tw chemin pas bon boss si to ti roule 1 loto to ti pu kner","[NAME], remarke ki to asize par deryer twa. Chemin pas bon boss, si to ti roule 1 loto to ti pu kone.",test,95,101,95,101,1.0,1.0
"Fini fer conner bonher si pou ena lecol, kon nu, enfant fini sorti, lela pou dire pas ena lecol","Fini fer kone bonher si pu ena lekol, kone nu, enfant fini sorti, lerla pu dire pas ena lekol.",test,95,94,95,94,1.0,1.0
"[NAME], lor laplage si pa desan? 😝😝","[NAME], lor laplage si pa desan? 😝😝",test,35,35,41,41,1.1714285714285715,1.1714285714285715
Hey zom to 1 bon artist mais mo pas kon to problem... reprend twa bro,"Hey zom, to 1 bon artist mais mo pas kone to problem... reprend twa brother.",test,69,76,69,76,1.0,1.0
Madame avec tou respé. Ou dan yaoundé. Al cuit impé oundé trankil,Madame avec tu respe. Ou dan Yaoundé. Ale cuit enpe ounde trankil.,test,65,66,69,67,1.0615384615384615,1.0151515151515151
Aller 1 fois to p fer trop dans ca gouvernement la to ene vaux rien,Ale 1 fois! To pe fer trop dans sa gouvernement la. To enn vo rien.,test,67,67,67,67,1.0,1.0
B kan p partage mine bouill gros pois dan gran bassin ki ban jeune la pu all manzer dan le pok karem!!!,"B kan pe partage mine bouille gros pois dan Grand Bassin, ki bann zenn la pu ale manze dan lepok carem!!!",test,103,105,103,105,1.0,1.0
"[NAME], diferrr 🤣🤣🤣🤣🤣🤣🤣","[NAME], dife. 🤣🤣🤣🤣🤣🤣🤣",test,23,21,44,42,1.9130434782608696,2.0
Ki bizin fr la moi mo dire zot gueter demain li p gagne caution li ban fami victime prend mouchoire assizer plorer c sa lile maurice ban kam,"Ki bizin fer la? Moi mo dire zot: get demain li pe gagne caution. Li bann fami victime prend mouchoire, asize, plore. Se sa lil Maurice, bann kamarad.",test,140,150,140,150,1.0,1.0
Aster zot découvert l'Amérique pas zis dans la police ki coumsa dans beaucoup institution gouvernementale sa déroulé,Aster zot découvert l'Amérique pas zis dans la police ki kumsa dans beaucoup institution gouvernementale sa derule.,test,116,115,120,117,1.0344827586206897,1.017391304347826
Servi cpte lot kou madame 🥲,Servi capote lot kut madame. 🥲,test,27,30,30,33,1.1111111111111112,1.1
"Réalité, government officials... Zot bizin faire chemin ene fasion ki kan ene transport pe sorti ou ene lot transport pa vini... Capave trouve.. Avec sa muraille la... Li difficile pou kone kan pou sorti out non.. Si bien change semain so place.. Ou faire li vine one way.. Ou faire tire sa muraille la... L'autorité bizin prand ene decision.. Pou pa re enar accident la bas.","Réalité, government officials... Zot bizin faire chemin enn fason ki kan enn transport pe sorti ou enn lot transport pa vini... Kapav truve.. Avec sa muraille la... Li difficile pu kone kan pu sorti out non.. Si bizin change semain so place.. Ou faire li vinn one way.. Ou faire tire sa muraille la... L'autorité bizin pran enn decision.. Pu pa reena accident laba.",test,375,365,378,368,1.008,1.0082191780821919
"[NAME], ki procedure boss should we donate one","[NAME], ki procedure boss? Should we donate one?",test,46,48,46,48,1.0,1.0
Vini chachiii ou pu trV kuma bnla pu fer li ramas savonet la😏😏,"Vini chachi, ou pu truve kuma banla pu fer li ramasse savonet la.😏😏",test,62,67,68,73,1.096774193548387,1.0895522388059702
L’occasion faire changer permis conduire et renouveler chaque dix ans deux permis identique pas photo copie,"L’occasion faire change permis kondire et renouvele chaque dix ans, deux permis identique pas photo copie.",test,107,106,109,108,1.0186915887850467,1.0188679245283019
"Majorite auto ecole montrer kuma pou gagne license, pa pou vine bon chaffeurs..🤔🤔🤔","Majorite auto ecole montre kuma pu gagne license, pa pu vinn bon chaffeurs..🤔🤔🤔",test,82,79,91,88,1.1097560975609757,1.1139240506329113
Sa oci ena!!!! 😱😱😱😱 🤦🏻‍♀️,Sa osi ena!!!! 😱😱😱😱 🤦🏻‍♀️,test,25,25,49,49,1.96,1.96
Coir moi tou laboutic bizin ggn 1 fizi pou zt secerite aster Maurice in tro denzere,Krwar moi tu laboutik bizin gagne 1 fizi pu zot sekirite aster Maurice inn tro denzere.,test,83,87,83,87,1.0,1.0
To pu vini rod vot,To pu vini rode vote.,test,18,21,18,21,1.0,1.0
"Comier cash minicipalité in gner r sa, sa zot pa kozé lao 500 marchand par 4000","Komie cash minicipalité inn gagne ar sa, sa zot pa koze lao 500 marchand par 4000.",test,79,82,81,83,1.0253164556962024,1.0121951219512195
Tiktok,TikTok.,test,6,7,6,7,1.0,1.0
Svp eski kpav retire sa ban ceki dans parlement la aussi,"Svp, eski kapav retire sa bann seki dans parlement la aussi?",test,56,60,56,60,1.0,1.0
Âpre 9ans de silence c ok b ek station 4bornes pou pran 9ans encore sa tellement zame zot pran dimoune o sérieux faude kan zot pa pou ena rol mem sa,"Apre 9 ans de silence, se ok. B ek station Quatre Bornes pu pran 9 ans encore sa. Tellement zame zot pran dimunn o sérieux. Fode kan zot pa pu ena role mem sa.",test,148,159,150,160,1.0135135135135136,1.0062893081761006
Ena expert dans tous zaffaires a maurice meteo politique lla loi et accident etc kuma dire tout ce p mette pathetique ti sur place aumoment ti ena sa accident,"Ena expert dans tu zafer a Maurice: meteo, politique, la loi et accident, etc. Kumadir tu se pe met pathetique ti sur place au moment ti ena sa accident.",test,158,153,158,153,1.0,1.0
Guet kot lepep p aler dans film ek sa ban buffon la,Get kot lepep pe ale? Dans film ek sa bann boufon la.,test,51,53,51,53,1.0,1.0
"Ena p dir gros poumon sipaki mo ggt ici. Selman, 1 zour la lin plein port louis r marsand. Tne fini blier ki 1 an lin bez la grain r pension, lin trasse kass r rama, etc.. Et lot lannee si li poo bour zot tou pareil. Saem li bon, vin marse marser le 25 dec dan port louis, apres le rest l'année poo asizer poo met lamain dan nu la gorge","Ena pe dir gros poumon sipaki mo gogot ici. Selma, 1 zur la linn plein Port Louis ar marsand. Tonn fini bliye ki 1 an linn bez la grain ar pension, linn trasse kas ar Rama, etc.. Et lot lane si li pu boure zottu pareil.. Samem li bon, vinn marse marser le 25 decembre dan Port Louis, apre le reste l'année pu asize pu met lamain dan nu la gorge.",test,336,345,337,346,1.0029761904761905,1.0028985507246377
B la ki zot pou fer avec sa bane poisson la?,B la ki zot pu fer avec sa bann poisson la?,test,44,43,44,43,1.0,1.0
Pas tardé pas tardé,"Pas tarde, pas tarde.",test,19,21,21,21,1.105263157894737,1.0
"[NAME], moii mo ti p pense itsrainningwilliam so lecourse dan barbe pann gagn concentré 💔🥲🤣🤣","[NAME], moi mo ti pe pense: 'it's rainning william' so lecourse dan barbe pann gagne concentré! 💔🥲🤣🤣",test,92,100,105,113,1.141304347826087,1.13
Si dans lekol ti fr [NAME] 1 lesson em pa ti pu bisin doner mo garçon ti dans grade 3 last year ti kav compter comier jr miss la ti p vin travail dans 1 an,"Si dans lekol ti fer seki bizin, 1 lesson mem pa ti pu bizin done. Mo garçon ti dans grade 3 last year, ti kapav compter komie zur miss la ti pe vinn travail dans 1 an.",test,155,168,156,169,1.0064516129032257,1.005952380952381
Pas écoute météo tous dimouns rest zot la caz pas sorti,Pas écoute météo. Tu dimunn reste zot lakaz pas sorti.,test,55,54,58,57,1.0545454545454545,1.0555555555555556
Ti toutou. Cot to la chaîne???. To pas ti ena to la chaîne quand ramgolam ti passe la cour??. Enfin mo pe envie dire to micro 🎤. Mauvais macro,Ti toutou. Kot to la chaîne???. To pas ti ena to la chaîne quand Ramgoolam ti passe lakour?????. Enfin mo pe anvi dire to micro 🎤??. Mauvais macro.,test,142,147,147,152,1.0352112676056338,1.034013605442177
Ine atan so 13eme mois 🤣,Inn atann so 13eme mois? 🤣,test,24,26,27,29,1.125,1.1153846153846154
"[NAME], merde 🤣","[NAME], merde. 🤣",test,15,16,18,19,1.2,1.1875
La mer pas appartient à aucaine creature sa li appartient selment à createur laisse ti dimun vivre la loi maurice applique zis pour to dimun,"La mer pas appartient à okenn kreatir sa, li appartient selma à createur, laisse ti dimunn viv. La loi Maurice applique zis pour tu dimunn.",test,140,139,142,141,1.0142857142857142,1.014388489208633
"Bizin conner ki faire après 9 ans, sa ki li pli bizin expliquer","Bizin kone kifer après 9 ans, seki li plis bizin eksplik.",test,63,57,64,58,1.0158730158730158,1.0175438596491229
Get zot zar pas pou travail,Get zot zar pas pu travail.,test,27,27,27,27,1.0,1.0
Lamai lipie encore bon remercié bon dieu bez fess al travail ban paress,"Lamain, lipied encore bon. Remercié Bondieu. Bez fesse ale travail, bann paress.",test,71,80,72,81,1.0140845070422535,1.0125
Non li ti fini payer li... Lerla lin al prnd.🫳,Non li ti fini peye li... Lerla linn ale pran.🫳,test,46,47,49,50,1.065217391304348,1.0638297872340425
Tuzur van contract presser liksrma tou le zour zot kumsa zot pa accepte arret giv way ou atan,Tuzur van contract presse liksrma. Tulezur zot kumsa: zot pa accepte aret give way ou atann.,test,93,92,93,92,1.0,1.0
"[NAME], zt pa gentile zot zt complice ladn","[NAME], zot pa gentil zot, zot complice ladan.",test,42,46,42,46,1.0,1.0
Eski largent lessons zot declare ou pay tax lo la,Eski larzan lessons zot deklare ou pay tax lo la.,test,49,49,49,49,1.0,1.0
Less zot trace zot lavi dan place pou ale droguer fimer mas government done zot zot permit pou travails ki to pe atan zame no economics blues,"Less zot trace zot lavi dan place pu ale droge fime mas. Government donne zot. Zot permis pu travail, ki to pe atann? Zame no economics blues.",test,141,142,141,142,1.0,1.0
Pays en ba la o desordre partou travailliste ek mmm ine fini sa pays la,Pays embalao. Dezord partu. Travailliste ek MMM inn fini sa pays la.,test,71,68,71,68,1.0,1.0
BAn pena role,Bann pena role.,test,13,15,13,15,1.0,1.0
B BANE POISSON EK BANE ANGUILLE LABA LA VEG SA SVP 😌,"B BANN POISSON EK BANN ANGUILLE LABA LA, VEG SA SVP? 😌",test,52,54,55,57,1.0576923076923077,1.0555555555555556
Bez kas ar tini suspense,Bez kas ar tini suspense.,test,24,25,24,25,1.0,1.0
Cmbien Zot pas p montrer Astr lol ca cki Zot p mntrei dimune la b Derier sa Cmbien million p fr labas Zot pas p montrer,"Komie zot pas pe montre aster lol? Sa seki zot pe montre dimunn la. B deryer sa, komie million pe fer laba? Zot pas pe montre.",test,119,126,119,126,1.0,1.0
Ziss koze sa zero aksion.... Zot ava ras 2 3 ti pie ki dieu inn donn lavi..... Pou dir zot ki ena pouvoir......,Zis koze sa zero aksion.... Zot ava rase 2 3 ti pye ki Dieu inn donne lavi..... Pu dir zot ki ena pouvoir......,test,111,111,111,111,1.0,1.0
Mo ti croire tw 1 cou🤣🤣🤣🤣🤣in vote zt tou🤣🤣🤣🤣mo esperé le pep art vote zt ek pravin.... Mo esperé nu resi aret r zot bne kkliki,Mo ti croire twa 1 kut🤣🤣🤣🤣🤣inn vote zottu🤣🤣🤣🤣mo espere lepep aret vote zot ek Pravin.... Mo espere nu resi aret ar zot bann kakaliki.,test,126,133,155,160,1.2301587301587302,1.2030075187969924
Pa's faire cumsa,Pas faire kumsa.,test,16,16,16,16,1.0,1.0
Besoin met la bank la so nom pour coner,Besoin met labank la so nom pour kone.,test,39,38,39,38,1.0,1.0
Li ti fek al cote psychologue🤔,Li ti fek ale kot psychologue.🤔,test,30,31,33,34,1.1,1.096774193548387
Haram sa ban ka mem ki pli harami entire le monde p vive par fess akiz zot mem,"Haraam! Sa bann lamem ki plis harami entire le monde, pe viv par fesse akoz zot mem.",test,78,84,78,84,1.0,1.0
non pas case latet.. pas pou bez business livraison bane ti bolome bleu...,"Non, pas kase latet.. pas pu bez business livraison bann ti bolom bleu...",test,74,73,74,73,1.0,1.0
